PostalCode,Latitude,Longitude
854304,25.7678,87.3587
841425,26.5221,84.1969
845306,27.0792,84.3412
841216,25.7487,84.924
805130,25.0446,85.5915
841428,26.5028,84.4412
841503,26.6198,84.3936
802162,25.469,84.5437
843113,25.9461,85.3516
843111,26.2527,85.1608
824207,24.7929,84.4122
804453,25.2919,85.107
821109,25.1526,83.6796
851114,25.4338,85.9313
844116,25.7571,85.344
841438,26.4427,84.3773
804418,25.1566,85.0301
802157,25.469,84.5437
803302,25.3529,85.8704
841243,26.281,84.2212
851205,25.5122,86.6031
845451,26.8436,84.572
823311,24.6991,84.936
853201,25.3994,86.9257
848201,25.5473,86.2495
847226,26.204,86.3439
842003,26.1511,85.3308
821113,24.9419,83.9461
845458,26.5919,84.5996
841226,26.0243,84.2377
821108,25.1219,83.7957
788005,25.0165,92.549
782120,26.223,92.8425
700019,22.529,88.368
700115,22.4656,88.7803
700020,22.5553,88.3558
711101,22.526,88.0676
711302,22.526,88.0676
700001,9.3047,-75.3978
700039,22.1168,88.4167
713203,23.4278,87.7677
711322,22.526,88.0676
700071,22.5553,88.3558
700004,22.5553,88.3558
700023,22.5553,88.3558
700027,22.5553,88.3558
700024,22.5439,88.3067
700053,22.5246,88.3317
700135,22.4656,88.7803
700091,22.4656,88.7803
721304,22.4143,87.267
700089,22.4656,88.7803
700054,22.5553,88.3558
700012,22.5553,88.3558
700149,22.4382,88.432
700110,22.4656,88.7803
700007,9.3047,-75.3978
700028,22.5553,88.3558
711313,22.5669,88.2397
700073,22.5553,88.3558
711104,22.5833,88.3
700129,22.6894,88.4459
700101,22.4656,88.7803
732102,25.1367,88.0923
721631,22.0208,87.7744
732125,25.4179,87.8819
721102,22.4617,87.1485
732128,25.0795,88.1462
741137,23.4827,88.5215
732124,25.1367,88.0923
721458,22.3432,87.8407
721603,22.0208,87.7744
732207,25.1367,88.0923
743357,22.1168,88.4167
829112,23.6915,85.988
834001,23.3756,85.3521
835103,23.4455,85.5457
834008,23.3853,85.2923
832105,22.9644,86.4092
831012,22.5826,86.4527
826001,23.8293,86.4719
822129,24.1144,83.9694
822114,24.101,83.6993
822124,24.1182,83.9405
825408,24.2839,85.296
825401,24.2899,84.6969
822113,24.3787,83.8459
829202,24.2024,84.1674
828202,23.715,86.7935
825321,23.9174,85.0238
822120,24.2024,84.1674
825311,23.8383,85.2867
825312,24.0243,85.6979
753021,null,null
753001,20.47,85.0606
759111,21.198,85.1262
768202,21.9076,84.1019
752101,20.09,85.5114
769011,21.9673,84.6737
755026,20.7938,86.0647
754200,20.3837,85.3724
751009,20.09,85.5114
752057,20.09,85.5114
751002,20.09,85.5114
768001,21.4319,83.9965
770017,22.0798,84.5106
767001,20.3977,82.7449
753015,20.461,85.8695
752055,20.09,85.5114
755008,20.8559,86.1522
751006,20.09,85.5114
761010,19.6738,84.8038
754211,20.5531,86.6097
751020,20.09,85.5114
757037,21.8063,85.9295
754141,20.5531,86.6097
768201,21.84,84.0102
769041,22.2375203,84.7786525
753004,20.4496,85.7057
754142,20.3164,86.6085
756119,20.9859,86.6254
761007,4.3387,-76.1834
758043,21.1169,86.1327
754120,20.2218,86.3437
761012,19.6269,84.6711
751010,20.09,85.5114
756181,20.9859,86.6254
768005,21.4256,84.0292
758021,21.4895,85.8081
754021,20.5096,85.9249
766012,19.8677,83.1092
766023,19.8677,83.1092
752031,19.7789,85.1703
754008,20.4496,85.7057
756164,20.9859,86.6254
754215,20.5531,86.6097
755027,20.8559,86.1522
761027,4.2122,-76.3195
767016,20.5905,83.1739
770018,22.0798,84.5106
756130,20.9936,86.64
755007,20.8559,86.1522
766107,20.4657,82.5783
770034,22.2164,84.6635
767026,20.6336,83.0284
756171,20.8197,86.9557
768219,21.7267,83.7235
755014,20.8559,86.1522
768106,21.2694,84.5363
751003,20.09,85.5114
760002,3.4372,-76.5225
756129,20.9327,86.7975
770001,21.748,84.886
762015,20.6468,84.1776
755019,21.5371,85.7051
755036,20.8559,86.1522
758015,21.5371,85.7051
754205,20.4496,85.7057
768002,21.4319,83.9965
752050,20.1243,85.6256
755050,20.8559,86.1522
759121,20.7833,85.3369
751031,20.2597,85.7899
756125,20.9859,86.6254
759016,20.8262,85.5262
756111,20.9859,86.6254
764047,18.1743,81.5399
756116,20.9859,86.6254
751021,20.09,85.5114
767062,20.9545,83.879
766026,19.3495,82.8777
755023,20.8559,86.1522
759025,20.8262,85.5262
758020,21.5371,85.7051
759013,20.8262,85.5262
755043,20.8559,86.1522
756120,20.9859,86.6254
761013,19.7817,84.6091
755004,20.7265,86.3989
766014,19.8677,83.1092
754217,20.5531,86.6097
754006,20.4712,85.7692
759122,20.7961,84.996
768112,21.4501,84.1733
759017,20.8262,85.5262
754204,20.7119,86.0186
761141,20.1385,84.5532
755017,20.8559,86.1522
754119,20.2218,86.3437
754223,20.5531,86.6097
754140,20.2218,86.3437
491001,21.2518,81.2405
490036,21.3871,81.4161
496001,21.8884,83.24
492099,21.2845,81.8203
493195,21.2845,81.8203
490026,21.2367,81.3973
491441,21.099,81.0531
492009,21.2495,81.629
495677,22.5318,82.6118
494001,18.9425,82.0408
497220,22.9405,83.1235
462021,55.09,48.7
462001,23.478,77.3961
452016,22.713,75.7822
474005,26.3179,78.1601
462046,23.478,77.3961
452015,22.7069,75.9552
476444,26.339,78.101
458470,24.6056,75.1446
452010,22.7069,75.9552
462023,23.478,77.3961
452001,22.7233,75.87
486889,24.2198,81.8353
452004,54.11,54.11
485773,24.1654,80.7025
455227,22.4003,76.2768
455118,23.0212,76.4152
482010,23.2158,79.779
472115,24.8559,79.0533
453331,22.713,75.7822
484001,23.8029,80.9266
452009,22.7334,75.8422
474006,26.0114,78.2196
474001,9.5211,-74.6491
455001,22.9578,76.2946
462042,23.478,77.3961
452020,22.68,75.8939
476516,null,null
452002,22.7334,75.8422
452012,22.7069,75.9552
474011,26.0221,78.148
390013,22.2454,73.2327
393002,22.2454,73.2327
382729,23.2529,72.6986
382721,23.2529,72.6986
394270,21.4053,73.2118
380018,22.9764,72.836
362715,21.3729,70.4136
396171,20.1972,72.7503
389350,22.5032,73.4724
382330,23.0704,72.657
396185,20.4854,72.8686
360311,22.02,70.7455
390019,22.2454,73.2327
392230,21.7793,72.9224
390010,22.2454,73.2327
396125,20.4179,73.1217
370130,23.0632,69.9166
382170,23.6085,72.4661
382445,22.7611,72.2477
390014,22.2454,73.2327
382427,22.9049,72.5965
370110,23.1132,70.0267
391750,22.7517,73.2951
382210,22.983,72.502
388121,22.5333,72.9
385110,24.212,72.9571
380007,23.0333,72.6181
370415,22.8863,69.7884
382430,22.7611,72.2477
391770,22.5619,73.2232
391243,22.2454,73.2327
384002,23.6085,72.4661
380015,22.9764,72.836
390001,22.3218,73.1663
380025,23.041214214285713,72.6084967
392001,21.7793,72.9224
382710,23.5194,72.4137
396170,20.1972,72.7503
395002,21.2623,73.0694
396001,20.5967,72.8987
380051,22.7611,72.2477
392130,22.5135,73.113
380001,23.0256,72.5769
390007,22.3125,73.1771
394670,21.2623,73.0694
380050,22.7611,72.2477
390020,22.4024,73.0806
370150,23.2212,70.5668
380005,23.0833,72.6667
382443,22.7611,72.2477
382415,22.9942,72.6633
380055,22.7611,72.2477
360110,22.4342,70.4791
382110,22.9923,72.3818
382449,22.7611,72.2477
383001,23.5537,72.9066
394230,21.4053,73.2118
382213,22.7611,72.2477
391775,22.2454,73.2327
396191,20.3765,72.9626
390021,22.4024,73.0806
391760,22.2454,73.2327
360003,22.4673,70.8241
382475,22.7611,72.2477
391520,22.2454,73.2327
380006,23.0333,72.6181
360004,22.02,70.7455
380061,22.9764,72.836
391510,22.2454,73.2327
390008,22.3218,73.1663
382405,22.7611,72.2477
390002,22.3218,73.1663
360550,21.6873,69.7448
364001,21.7343,72.1126
380002,23.0333,72.6181
370421,22.8392,69.7219
361140,22.2286,70.3853
390012,22.2454,73.2327
370205,23.6241,69.9589
380013,22.9764,72.836
360020,22.02,70.7455
380027,22.9764,72.836
382715,23.6085,72.4661
361006,22.461,69.9869
394650,21.2623,73.0694
391330,22.3582,73.114
389260,22.7204,73.6293
392140,22.2454,73.2327
385340,23.6593,71.973
387530,22.8377,72.9546
387325,22.6124,72.9211
396193,20.4179,73.1217
396230,20.194,73.0734
396210,20.4143,72.8324
396235,20.4179,73.1217
422007,20.1174,74.3984
400015,19,72.85
411019,18.5732,73.8739
410208,19.3669,73.1758
442406,19.9997,79.2623
400030,19.0031,72.8456
413215,17.8985,76.087
411026,18.4769,74.3505
413133,18.5716,74.07
410202,18.8298,73.2836
410507,18.5716,74.07
400021,18.9274,72.8241
400705,19.06619805925926,73.0097270962963
400034,19.0031,72.8456
400079,18.9808,72.8338
410506,18.735,73.6756
410501,18.5716,74.07
412202,18.5716,74.07
400013,19.0073,72.8421
442908,19.8427,79.1972
422010,20.2597,74.0726
410218,19.0498,73.0702
400703,19.0787,73.0005
400075,18.9808,72.8338
412303,18.4498,73.9835
412307,18.5796,74.4154
402107,18.8375,73.255
400020,18.986,72.8259
425001,21.0011,75.6111
400708,19.151,72.9962
411013,18.5732,73.8739
411018,18.5732,73.8739
411045,18.5586,73.7794
421304,null,null
413255,17.7393,75.8293
442917,20.0571,79.3701
402126,19.9808,77.6997
400101,18.9808,72.8338
400086,18.9808,72.8338
441404,21.2604,79.2062
400064,18.9808,72.8338
410210,19.0498,73.0702
400051,18.9808,72.8338
400072,18.9808,72.8338
412209,18.7537,74.2443
442502,19.5351,79.6099
400063,18.9808,72.8338
400604,19.1941,73.0002
414111,19.2076,74.6664
421506,19.36,73.3279
412214,18.4772,74.2734
440016,21.1555,79.0909
425003,20.9944,75.5731
400614,19.1941,73.0002
440028,53.0725,45.3546
400601,19.1941,73.0002
440008,11.5444,-72.9072
412106,18.6586,74.3585
401208,19.36,73.3279
421601,19.36,73.3279
416112,16.5734,74.3309
411030,18.8199,75.0311
422113,20.2597,74.0726
416519,16.1323,73.7383
410206,19.5495,74.7128
400067,18.9808,72.8338
400102,18.9808,72.8338
401606,19.5949,73.3603
411033,18.5716,74.07
411058,18.6032,73.7626
400043,18.9808,72.8338
400058,18.9808,72.8338
400607,19.1941,73.0002
400093,18.9808,72.8338
444606,21.1886,77.5724
416552,16.4704,74.1612
440018,21.1526,79.0981
431003,20.0291,75.2816
400068,18.9808,72.8338
412108,18.5716,74.07
422403,20.2597,74.0726
440013,21.1555,79.0909
441122,20.9152,78.9469
400080,18.9808,72.8338
410203,20.6919,75.4244
400031,19.0167,72.85
411046,18.5789,73.8532
400002,18.9474,72.8138
411014,18.5685,73.9158
422103,19.845,73.9987
421302,19.2166,73.2176
411023,18.4769,74.3505
400004,18.95,72.8167
416416,16.8544,74.5642
400003,18.95,72.8333
411009,18.5372,73.8551
400103,18.9808,72.8338
431133,20.0291,75.2816
400097,18.9808,72.8338
411006,18.5459,73.8855
400098,18.9808,72.8338
400099,18.9808,72.8338
411024,18.4769,74.3505
422002,20.2589,74.5521
411001,3.2222,-75.2367
400615,19.1941,73.0002
401202,19.36,73.3279
440026,21.1562,79.0731
400007,18.9636,72.8193
400074,18.9808,72.8338
400709,19.36,73.3279
411002,18.5372,73.8551
412208,18.6936,74.1381
431136,20.0291,75.2816
411048,3.0669,-75.1378
411037,18.8199,75.0311
400091,18.9808,72.8338
442001,11.3832,-72.2432
421501,19.36,73.3279
400052,18.9808,72.8338
413107,17.7816,74.8385
424304,21.1102,74.6014
415523,17.6661,74.1735
401305,19.3291,73.109
400037,19.0031,72.8456
441002,21.21521502857143,79.19453841428572
440001,11.5444,-72.9072
422606,20.2091,74.6339
416003,16.4704,74.1612
416008,16.4704,74.1612
400612,19.1941,73.0002
413002,17.792,75.4847
411029,24.148719233333335,120.71800283333333
444601,20.9142,77.7597
441110,21.2626,79.3906
416415,17.1109,74.7832
431515,18.9478,75.8395
400009,18.9474,72.8138
441108,20.8354,79.005
440002,11.5444,-72.9072
422011,20.2597,74.0726
425412,21.4439,74.3293
411034,18.5716,74.07
416115,16.4704,74.1612
431001,20.0291,75.2816
445401,20.0845,78.1628
413501,18.1896,76.0397
416122,16.4704,74.1612
413405,18.1896,76.0397
411041,18.5789,73.8532
442403,20.1186,79.4443
412801,18.1506,73.9779
560080,13.2257,77.575
572128,13.5202,76.9477
560041,13.2257,77.575
585305,17.329,77.4047
560025,13.2257,77.575
560001,13.2257,77.575
560022,13.2257,77.575
574149,1.3565,103.8255
583275,15.1096,76.5334
570016,12.3465,76.6335
560010,13.2257,77.575
560105,13.2257,77.575
575030,13.0015,74.8296
590018,15.9745,74.5805
562123,13.2257,77.575
560002,13.2257,77.575
560042,13.005,77.3214
560100,13.2257,77.575
580030,15.3773,75.116
562109,12.7421,77.4491
583102,15.1096,76.5334
560072,13.2257,77.575
562132,13.2257,77.575
562111,13.2257,77.575
560070,13.2257,77.575
575001,12.8382,75.2667
560032,13.2257,77.575
560086,13.2257,77.575
560004,13.2257,77.575
560091,13.2257,77.575
572104,13.352,77.1425
560027,13.2257,77.575
591136,16.2428,75.1803
560043,13.2257,77.575
560092,13.2257,77.575
560046,13.2257,77.575
580021,15.318,75.1763
575011,13.0232,75.0845
590008,15.832,74.4568
560044,null,null
560031,null,null
583119,14.9992,76.249
583201,15.1096,76.5334
560073,13.289,77.5146
560003,13.2257,77.575
560083,13.2257,77.575
563130,13.1393,78.2177
562149,13.2257,77.575
577535,14.1675,76.5164
590002,1.3392,103.7753
560095,13.2257,77.575
560013,13.2257,77.575
563101,13.1543,78.1317
561208,13.1393,78.2177
562101,13.1393,78.2177
572123,13.5202,76.9477
561204,13.2434,77.4552
583123,15.1096,76.5334
560053,13.2257,77.575
582101,15.3978,75.6381
577519,14.3939,76.2079
560068,13.2257,77.575
577228,13.4543,75.6913
577501,14.1634,76.2663
583231,15.3455,75.9425
571401,12.6252,76.7246
562114,13.0514,77.8528
586210,16.6288,76.1428
560050,13.2257,77.575
590001,15.8521,74.5045
575014,12.8382,75.2667
575019,12.9163,74.9742
580011,15.5407,74.9029
586111,16.7903,76.2957
573103,13.3222,76.3266
571430,12.4151,76.9979
572107,13.5202,76.9477
591109,16.1195,74.823
560049,13.2257,77.575
586209,16.2323,76.1954
583135,14.857,76.4043
561202,14.1759,77.0895
562117,12.6015,77.3962
586217,17.1321,76.0193
583129,15.066,76.5886
560087,13.4353,77.5193
586203,16.4882,76.0665
583101,15.1368,76.9275
590016,15.9214,74.5751
575015,13.0232,75.0845
577101,13.3578,75.7221
562130,13.133,77.9274
562110,13.2257,77.575
562160,12.7863,77.4545
570011,12.3134,76.7455
577550,13.611,75.9944
573127,13.0155,75.8212
577527,13.9128,76.3154
560045,13.005,77.3214
560018,13.2257,77.575
403526,15.6235,73.8377
403722,15.3548,73.9245
403006,15.4992,73.8682
682003,10.1131,76.2858
670501,12.0588,75.3248
683573,10.0975,76.3717
683501,6.5933,-73.2455
682024,10.022,76.3087
682022,10.1975,76.2147
670641,12.0006,75.5262
682025,10.1975,76.2147
673655,11.5663,75.7011
673005,11.4256,75.8505
682011,6.699,-72.7323
673631,11.1799,75.8414
671316,12.3965,75.0351
671531,12.3113,75.193
682026,10.1975,76.2147
683511,6.5323,-73.1731
673633,11.178,75.8689
670563,11.9554,75.352
682301,10.0577,76.4727
671315,12.2277,75.205
683563,10.0261,76.4124
671319,12.446,75.042
673328,11.6409,75.7771
671541,12.5186,75.251
670306,12.1735,75.3586
671124,12.5556,74.985
603004,12.6868,79.9648
600117,13.027,80.0694
620014,10.7498,78.7763
600132,12.8595,79.9914
603303,12.562,79.8727
641005,10.999,77.0324
600043,12.968,80.1502
600008,13.0717,80.2556
602117,12.995,79.9905
600041,13.0647,80.2523
636453,11.6888,78.0014
600108,46.5672,26.9138
600119,12.89,80.2313
631003,13.152,79.686
600101,13.0647,80.2523
600003,13.0754,80.2737
600028,13.025,80.2575
600032,13.0659,80.2365
635109,12.6133,77.9667
600023,13.0484,80.2473
600044,12.8072,80.0591
641049,10.9111,77.0415
600096,12.9609,80.2409
600016,12.9846,80.1747
641021,11.0766,76.971
600004,13.0754,80.2737
602105,13.0084,79.8978
627356,8.6849,77.6987
600057,13.0226,79.8422
600124,13.2431,79.94
621651,11.0091,78.9204
600125,13.0158,80.1761
600095,13.0675,80.1632
600048,12.8884,80.0641
637209,11.3296,77.8834
643006,11.4167,76.6863
600006,13.0754,80.2737
600053,13.2431,79.94
600102,13.0647,80.2523
643001,11.4167,76.6863
641015,11.0179,76.9693
603210,12.7117,79.8508
600099,13.2431,79.94
641113,10.9968,76.9229
620008,10.8889,78.5704
600069,12.978,80.0678
600056,13.0384,79.8277
638301,11.5322,77.6114
641009,10.8745,76.9756
641018,11.0179,76.9693
641006,10.8911,77.0331
636404,11.8219,77.8601
628008,8.5782,78.0462
600050,13.2431,79.94
628721,8.8908,78.0044
641004,11.0266,77.0004
606755,12.1302,79.2054
643209,11.4695,76.5523
621313,10.843,78.1331
627657,8.2578,77.8287
629162,8.3099,77.2568
500033,17.4334,78.4111
500053,17.34,78.4852
500076,17.4171,78.4772
500016,17.4427,78.4751
509301,16.703,77.8097
501401,17.4171,78.4772
500018,17.4523,78.4324
501505,17.1316,78.4112
500034,17.4168,78.4384
500001,4.142,-73.6266
508126,16.876,79.2009
500085,17.4171,78.4772
500020,17.4057,78.4944
500027,17.4171,78.4772
508204,16.876,79.2009
500004,4.142,-73.6266
502001,4.0991,-72.9565
508246,16.876,79.2009
505215,18.376,79.2449
500078,17.4171,78.4772
500012,17.4171,78.4772
502285,17.9554,78.2569
500100,17.4171,78.4772
500084,17.4171,78.4772
500083,17.4171,78.4772
500081,17.4411,78.3885
502307,17.8957,78.0944
500028,17.3991,78.4577
500057,17.3724,78.437
500049,17.4171,78.4772
500064,17.3568,78.4524
502296,17.9554,78.2569
500077,17.4661,78.4914
500032,17.1316,78.4112
500060,17.3568,78.4524
501218,17.2519,78.4184
500073,17.4661,78.4914
506002,17.9218,79.7582
500087,17.4171,78.4772
502248,17.6939,78.281
500079,17.4661,78.4914
500098,17.4171,78.4772
500013,17.4171,78.4772
508213,17.1993,79.5185
500046,17.4171,78.4772
509382,16.703,77.8097
500014,17.401,78.417
500092,17.4171,78.4772
500007,4.142,-73.6266
500059,17.357,78.5125
500050,17.4171,78.4772
500062,17.3568,78.4524
500044,17.4171,78.4772
507208,17.2094,80.3654
509001,16.7915,77.9797
500067,17.3568,78.4524
505001,3.3846,-74.0442
502334,18.0856,78.263
507115,17.2094,80.3654
508210,17.0624,79.2729
500017,4.142,-73.6266
500096,17.4171,78.4772
501501,17.1316,78.4112
500061,17.3568,78.4524
502255,17.9713,78.4592
500047,17.4284,78.4936
500080,17.4171,78.4772
505481,18.5999,78.9989
500089,17.4171,78.4772
500045,17.4171,78.4772
507170,17.2094,80.3654
