FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,USIL,SILVASSA,SILLOD-AURANGABAD,09MT,20500,31800,397
01-01-2025,31-12-2025,USIL,SILVASSA,UMRED-NAGPUR,24MT,70600,88250,866
01-01-2025,31-12-2025,UGUW,GUWAHATI,MOIRABARI-MARIGAON,21MT,21500,24000,143
01-01-2025,31-12-2025,USIL,SILVASSA,SILLOD-AURANGABAD,16MT,31800,40800,397
01-01-2025,31-12-2025,UGUW,GUWAHATI,MOIRABARI-MARIGAON,24MT,24000,30000,143
01-01-2025,31-12-2025,USIL,SILVASSA,SILLOD-AURANGABAD,21MT,40800,44100,397
01-01-2025,31-12-2025,USIL,SILVASSA,SILLOD-AURANGABAD,24MT,44100,55125,397
01-01-2025,31-12-2025,DPAR,KALA AMB,UNA-UNA,03MT,9000,10100,185
01-01-2025,31-12-2025,DPAR,KALA AMB,UNA-UNA,05MT,10100,16140,185
01-01-2025,31-12-2025,DVIJ,VIJAYAWADA,UNDAVALLI-GUNTUR,01MT,1800,5382,16
01-01-2025,31-12-2025,USIL,SILVASSA,SILVASSA-D&NH,03MT,3500,4500,31
01-01-2025,31-12-2025,USUR,SURAJPUR,MOLARBAND EXT.-DELHI,09MT,4700,7700,29
01-01-2025,31-12-2025,DVIJ,VIJAYAWADA,UNDAVALLI-GUNTUR,03MT,3900,6487,16
01-01-2025,31-12-2025,USIL,SILVASSA,SILVASSA-D&NH,05MT,4500,5700,31
01-01-2025,31-12-2025,USUR,SURAJPUR,MOLARBAND EXT.-DELHI,15MT,7700,10262,29
01-01-2025,31-12-2025,DJAI,JAIPUR,UNIARA-TONK,03MT,8000,12200,154
01-01-2025,31-12-2025,USIL,SILVASSA,SILVASSA-D&NH,09MT,5700,8300,31
01-01-2025,31-12-2025,USUR,SURAJPUR,"MOLARBAND EXT.,MOLARBAND EXT.-SOUTH DELHI",09MT,4700,7700,29
01-01-2025,31-12-2025,DJAI,JAIPUR,UNIARA-TONK,05MT,12200,19496,154
01-01-2025,31-12-2025,USIL,SILVASSA,SILVASSA-D&NH,16MT,8300,10889,31
01-01-2025,31-12-2025,USUR,SURAJPUR,"MOLARBAND EXT.,MOLARBAND EXT.-SOUTH DELHI",15MT,7700,10262,29
01-01-2025,31-12-2025,TKNP,KANPUR,SILVASSA-DAMAN & DIU,20MT,56000,65000,1444
01-01-2025,31-12-2025,TKNP,KANPUR,UNNAO-UNNAO,09MT,7000,10800,28
01-01-2025,31-12-2025,THAR,OKHLA,MOLARBAND EXTN.-SOUTH DELHI,03MT,2050,2500,6
01-01-2025,31-12-2025,TKNP,KANPUR,SILVASSA-DAMAN & DIU,24MT,65000,81250,1444
01-01-2025,31-12-2025,TKNP,KANPUR,UNNAO-UNNAO,15MT,10800,13700,28
01-01-2025,31-12-2025,THAR,OKHLA,MOLARBAND EXTN.-SOUTH DELHI,05MT,2500,3000,6
01-01-2025,31-12-2025,USUR,SURAJPUR,SILVASSA-SILVASSA,20MT,55100,63700,1355
01-01-2025,31-12-2025,TKNP,KANPUR,UNNAO-UNNAO,20MT,13700,15900,28
01-01-2025,31-12-2025,THAR,OKHLA,MOLARBAND EXTN.-SOUTH DELHI,09MT,3000,3900,6
