FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,USIL,SILVASSA,KINGAON-LATUR,09MT,31200,44400,684
01-01-2025,31-12-2025,DPAR,KALA AMB,KANAID-MANDI,03MT,11000,14000,283
01-01-2025,31-12-2025,USIL,SILVASSA,KINGAON-LATUR,16MT,44400,56100,684
01-01-2025,31-12-2025,USIL,SILVASSA,KINGAON-LATUR,21MT,56100,62700,684
01-01-2025,31-12-2025,DPAR,KALA AMB,KANAID-MANDI,05MT,14000,22372,283
01-01-2025,31-12-2025,UHOW,HOWRAH,KANDAR SINGHA-DHENKANAL,09MT,20300,26000,422
01-01-2025,31-12-2025,USIL,SILVASSA,KINGAON-LATUR,24MT,62700,78375,684
01-01-2025,31-12-2025,UHOW,HOWRAH,KANDAR SINGHA-DHENKANAL,16MT,26000,34109,422
01-01-2025,31-12-2025,UROO,ROORKEE,KANDHLA-SHAMLI,03MT,3800,5000,100
01-01-2025,31-12-2025,THAR,OKHLA,KINGSWAY CAMP-NORTH WEST DELHI,03MT,3000,3500,27
01-01-2025,31-12-2025,UROO,ROORKEE,KANDHLA-SHAMLI,05MT,5000,6500,100
01-01-2025,31-12-2025,THAR,OKHLA,KINGSWAY CAMP-NORTH WEST DELHI,05MT,3500,4200,27
01-01-2025,31-12-2025,UROO,ROORKEE,KANDHLA-SHAMLI,09MT,6500,8300,100
01-01-2025,31-12-2025,THAR,OKHLA,KINGSWAY CAMP-NORTH WEST DELHI,09MT,4200,6800,27
01-01-2025,31-12-2025,UROO,ROORKEE,KANDHLA-SHAMLI,15MT,8300,10700,100
01-01-2025,31-12-2025,THAR,OKHLA,KINGSWAY CAMP-NORTH WEST DELHI,15MT,6800,9062,27
01-01-2025,31-12-2025,UROO,ROORKEE,KANDHLA-SHAMLI,20MT,10700,12835,100
01-01-2025,31-12-2025,USUR,SURAJPUR,KINGSWAY CAMP-NORTH WEST DELHI,09MT,5600,8900,43
01-01-2025,31-12-2025,UROO,ROORKEE,"KANDHLA,KANDHLA-DIST. SHAMLI",03MT,3800,5000,100
01-01-2025,31-12-2025,USUR,SURAJPUR,KINGSWAY CAMP-NORTH WEST DELHI,15MT,8900,11861,43
01-01-2025,31-12-2025,UROO,ROORKEE,"KANDHLA,KANDHLA-DIST. SHAMLI",05MT,5000,6500,100
01-01-2025,31-12-2025,UROO,ROORKEE,"KANDHLA,KANDHLA-DIST. SHAMLI",09MT,6500,8300,100
01-01-2025,31-12-2025,USIL,SILVASSA,KINWAT-NANDED,09MT,31200,44100,691
01-01-2025,31-12-2025,USIL,SILVASSA,KINWAT-NANDED,16MT,44100,56000,691
01-01-2025,31-12-2025,UROO,ROORKEE,"KANDHLA,KANDHLA-DIST. SHAMLI",15MT,8300,10700,100
01-01-2025,31-12-2025,USIL,SILVASSA,KINWAT-NANDED,21MT,56000,62000,691
01-01-2025,31-12-2025,UROO,ROORKEE,"KANDHLA,KANDHLA-DIST. SHAMLI",20MT,10700,12835,100
01-01-2025,31-12-2025,USIL,SILVASSA,KINWAT-NANDED,24MT,62000,77500,691
01-01-2025,31-12-2025,UHOW,HOWRAH,KANDRA-EAST BARDHAMAN,03MT,6900,9500,173
01-01-2025,31-12-2025,UHOW,HOWRAH,KANDRA-EAST BARDHAMAN,06MT,9500,12651,173
