FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,THAR,OKHLA,SAIDULAJAB-SOUTH DELHI,09MT,3600,5800,16
01-01-2025,31-12-2025,UROO,ROORKEE,PILIBHIT-PILIBHIT,09MT,15000,21500,393
01-01-2025,31-12-2025,THAR,OKHLA,SAIDULAJAB-SOUTH DELHI,15MT,5800,7729,16
01-01-2025,31-12-2025,UROO,ROORKEE,PILIBHIT-PILIBHIT,15MT,21500,25000,393
01-01-2025,31-12-2025,UROO,ROORKEE,PILIBHIT-PILIBHIT,20MT,25000,29987,393
01-01-2025,31-12-2025,USUR,SURAJPUR,SAIDULAJAB-SOUTH DELHI,09MT,5600,8900,45
01-01-2025,31-12-2025,USUR,SURAJPUR,MANKAPUR-GONDA,09MT,29500,42050,685
01-01-2025,31-12-2025,USUR,SURAJPUR,SAIDULAJAB-SOUTH DELHI,15MT,8900,11861,45
01-01-2025,31-12-2025,USUR,SURAJPUR,PILIBHIT-PILIBHIT,03MT,7100,10400,297
01-01-2025,31-12-2025,USUR,SURAJPUR,MANKAPUR-GONDA,15MT,42050,50600,685
01-01-2025,31-12-2025,USUR,SURAJPUR,PILIBHIT-PILIBHIT,05MT,10400,14400,297
01-01-2025,31-12-2025,USUR,SURAJPUR,MANKAPUR-GONDA,20MT,50600,59000,685
01-01-2025,31-12-2025,DIND,INDORE,SAILANA-RATLAM,03MT,6200,10200,220
01-01-2025,31-12-2025,USUR,SURAJPUR,PILIBHIT-PILIBHIT,09MT,14400,19300,297
01-01-2025,31-12-2025,USUR,SURAJPUR,MANKAPUR-GONDA,24MT,59000,73750,685
01-01-2025,31-12-2025,DIND,INDORE,SAILANA-RATLAM,05MT,10200,16300,220
01-01-2025,31-12-2025,USUR,SURAJPUR,PILIBHIT-PILIBHIT,15MT,19300,24000,297
01-01-2025,31-12-2025,DARN,AURANGABAD,SAILU-PARBHANI,03MT,7000,11300,170
01-01-2025,31-12-2025,USUR,SURAJPUR,PILIBHIT-PILIBHIT,20MT,24000,28788,297
01-01-2025,31-12-2025,DARN,AURANGABAD,SAILU-PARBHANI,05MT,11300,18000,170
01-01-2025,31-12-2025,DARN,AURANGABAD,SAILU-PARBHANI,09MT,18000,31980,170
01-01-2025,31-12-2025,DARN,AURANGABAD,"MANMAD-NASHIK,MANMAD- NASHIK",03MT,6000,9000,116
01-01-2025,31-12-2025,USIL,SILVASSA,SAILU-PARBHANI,09MT,25900,36300,473
01-01-2025,31-12-2025,DARN,AURANGABAD,"MANMAD-NASHIK,MANMAD- NASHIK",05MT,9000,14000,116
01-01-2025,31-12-2025,USIL,SILVASSA,PILKHOD-JALGAON,09MT,19400,30000,301
01-01-2025,31-12-2025,USIL,SILVASSA,SAILU-PARBHANI,16MT,36300,45200,473
01-01-2025,31-12-2025,DARN,AURANGABAD,"MANMAD-NASHIK,MANMAD- NASHIK",09MT,14000,24873,116
01-01-2025,31-12-2025,USIL,SILVASSA,PILKHOD-JALGAON,16MT,30000,35800,301
01-01-2025,31-12-2025,USIL,SILVASSA,SAILU-PARBHANI,21MT,45200,51000,473
01-01-2025,31-12-2025,DJAI,JAIPUR,MANOHARTHANA-JHALAWAR,03MT,9900,15400,399
