FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,THAR,OKHLA,DELHI CANTT-DELHI,15MT,6100,8129,21
01-01-2025,31-12-2025,USUR,SURAJPUR,DELHI CANTT-WEST DELHI,09MT,5600,8900,44
01-01-2025,31-12-2025,USUR,SURAJPUR,DELHI CANTT-WEST DELHI,15MT,8900,11861,44
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR,03MT,3000,3500,29
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR,05MT,3500,4200,29
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR,09MT,4200,6800,29
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR,15MT,6800,9062,29
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR-EAST DELHI,03MT,3000,3500,29
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR-EAST DELHI,05MT,3500,4200,29
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR-EAST DELHI,09MT,4200,6800,29
01-01-2025,31-12-2025,THAR,OKHLA,DELHI- ASHOK NAGAR-EAST DELHI,15MT,6800,9062,29
01-01-2025,31-12-2025,UROO,ROORKEE,DEOBAND-SAHARANPUR,03MT,3300,4250,49
01-01-2025,31-12-2025,UROO,ROORKEE,DEOBAND-SAHARANPUR,05MT,4250,4700,49
01-01-2025,31-12-2025,UROO,ROORKEE,DEOBAND-SAHARANPUR,09MT,4700,5600,49
01-01-2025,31-12-2025,UROO,ROORKEE,DEOBAND-SAHARANPUR,15MT,5600,7100,49
01-01-2025,31-12-2025,UROO,ROORKEE,DEOBAND-SAHARANPUR,20MT,7100,8516,49
01-01-2025,31-12-2025,DRAI,RAIPUR,DEOBHOG-GARIABAND,03MT,4500,6850,217
01-01-2025,31-12-2025,DRAI,RAIPUR,DEOBHOG-GARIABAND,05MT,6850,10946,217
01-01-2025,31-12-2025,DAHM,AHMEDABAD,DEODAR-BANASKANTHA,03MT,10900,12800,250
01-01-2025,31-12-2025,DAHM,AHMEDABAD,DEODAR-BANASKANTHA,05MT,12800,20454,250
01-01-2025,31-12-2025,DDHA,DHANBAD,DEOGHAR-DEOGHAR,03MT,5100,7500,129
01-01-2025,31-12-2025,DDHA,DHANBAD,DEOGHAR-DEOGHAR,05MT,7500,11985,129
01-01-2025,31-12-2025,UHOW,HOWRAH,DEOGHAR-DEOGHAR,09MT,20000,22500,338
01-01-2025,31-12-2025,UHOW,HOWRAH,DEOGHAR-DEOGHAR,16MT,22500,29517,338
01-01-2025,31-12-2025,DARN,AURANGABAD,DEOLALIGAON-NASHIK,03MT,7200,10700,168
01-01-2025,31-12-2025,DARN,AURANGABAD,DEOLALIGAON-NASHIK,05MT,10700,17099,168
01-01-2025,31-12-2025,DARN,AURANGABAD,DEOLALIGAON-NASHIK,09MT,17400,30914,168
01-01-2025,31-12-2025,DJAI,JAIPUR,DEOLI-TONK,03MT,8000,12500,186
01-01-2025,31-12-2025,DJAI,JAIPUR,DEOLI-TONK,05MT,12500,19975,186
01-01-2025,31-12-2025,USIL,SILVASSA,DEONI-LATUR,09MT,31200,44100,698
