FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DAHM,AHMEDABAD,CHILODA-GANDHINAGAR,03MT,4600,5800,44
01-01-2025,31-12-2025,DAHM,AHMEDABAD,CHILODA-GANDHINAGAR,05MT,5800,9268,44
01-01-2025,31-12-2025,DBNG,BANGALORE,CHINTAMANI-CHIKKABALLAPUR,03MT,5600,7800,99
01-01-2025,31-12-2025,DBNG,BANGALORE,CHINTAMANI-CHIKKABALLAPUR,05MT,7800,12464,99
01-01-2025,31-12-2025,DJAI,JAIPUR,CHIRAWA-JHUNJHUNU,03MT,8500,12800,207
01-01-2025,31-12-2025,DJAI,JAIPUR,CHIRAWA-JHUNJHUNU,05MT,12800,20454,207
01-01-2025,31-12-2025,UHOW,HOWRAH,CHITRA-DEOGHAR,09MT,17000,20000,260
01-01-2025,31-12-2025,UHOW,HOWRAH,CHITRA-DEOGHAR,16MT,20000,22000,260
01-01-2025,31-12-2025,UHOW,HOWRAH,CHITRA-DEOGHAR,21MT,22000,26000,260
01-01-2025,31-12-2025,UHOW,HOWRAH,CHITRA-DEOGHAR,25MT,26000,31200,260
01-01-2025,31-12-2025,DJAB,JABALPUR,CHITRAKOOT-SATNA,03MT,8250,12500,282
01-01-2025,31-12-2025,DJAB,JABALPUR,CHITRAKOOT-SATNA,05MT,12500,19975,282
01-01-2025,31-12-2025,DJAB,JABALPUR,CHITRANGI-SINGRAULI,03MT,9800,14800,408
01-01-2025,31-12-2025,DJAB,JABALPUR,CHITRANGI-SINGRAULI,05MT,14800,23650,408
01-01-2025,31-12-2025,DUDA,UDAIPUR,CHITTORGARH-CHITTORGARH,03MT,4600,6900,117
01-01-2025,31-12-2025,DUDA,UDAIPUR,CHITTORGARH-CHITTORGARH,05MT,6900,11026,117
01-01-2025,31-12-2025,USIL,SILVASSA,CHOPDA-JALGAON,09MT,20300,31800,364
01-01-2025,31-12-2025,USIL,SILVASSA,CHOPDA-JALGAON,16MT,31800,40800,364
01-01-2025,31-12-2025,USIL,SILVASSA,CHOPDA-JALGAON,21MT,40800,44100,364
01-01-2025,31-12-2025,USIL,SILVASSA,CHOPDA-JALGAON,24MT,44100,55125,364
01-01-2025,31-12-2025,DUDA,UDAIPUR,CHOTI SADRI-PRATAPGARH,03MT,6000,9000,165
01-01-2025,31-12-2025,DUDA,UDAIPUR,CHOTI SADRI-PRATAPGARH,05MT,9000,14382,165
01-01-2025,31-12-2025,UHOW,HOWRAH,CHOUPARAN-DEOGHAR,09MT,22000,26000,420
01-01-2025,31-12-2025,UHOW,HOWRAH,CHOUPARAN-DEOGHAR,16MT,26000,34109,420
01-01-2025,31-12-2025,DDHA,DHANBAD,CHOUPARAN-HAZARIBAG,03MT,5100,7400,146
01-01-2025,31-12-2025,DDHA,DHANBAD,CHOUPARAN-HAZARIBAG,05MT,7400,11825,146
01-01-2025,31-12-2025,UROO,ROORKEE,CHOWARI-CHAMBA,09MT,24550,33250,510
01-01-2025,31-12-2025,UROO,ROORKEE,CHOWARI-CHAMBA,15MT,33250,44311,510
01-01-2025,31-12-2025,DPAR,KALA AMB,CHOWARI-CHOMBA,03MT,13400,15400,382
01-01-2025,31-12-2025,DPAR,KALA AMB,CHOWARI-CHOMBA,05MT,15400,24609,382
