FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DARN,AURANGABAD,SHIRPUR-DHULE,05MT,11700,18697,208
01-01-2025,31-12-2025,USUR,SURAJPUR,MATHURA-MATHURA,20MT,15700,18832,137
01-01-2025,31-12-2025,UGUW,GUWAHATI,"RANGIA,RANGIA-KAMRUP",05MT,6900,11026,33
01-01-2025,31-12-2025,THAR,OKHLA,TIHAR VILLAGE-WEST DELHI,09MT,4400,6800,31
01-01-2025,31-12-2025,DARN,AURANGABAD,SHIRPUR-DHULE,09MT,19800,35178,208
01-01-2025,31-12-2025,THAR,OKHLA,RANGPURI-SOUTH WEST DELHI,03MT,2700,3200,23
01-01-2025,31-12-2025,THAR,OKHLA,TIHAR VILLAGE-WEST DELHI,15MT,6800,9062,31
01-01-2025,31-12-2025,DARN,AURANGABAD,SHIRUR KASAR-BEED,03MT,6600,9600,145
01-01-2025,31-12-2025,THAR,OKHLA,RANGPURI-SOUTH WEST DELHI,05MT,3200,3800,23
01-01-2025,31-12-2025,USUR,SURAJPUR,TIHAR VILLAGE-WEST DELHI,09MT,5900,9700,53
01-01-2025,31-12-2025,DARN,AURANGABAD,SHIRUR KASAR-BEED,05MT,9600,15341,145
01-01-2025,31-12-2025,THAR,OKHLA,RANGPURI-SOUTH WEST DELHI,09MT,3800,6100,23
01-01-2025,31-12-2025,USUR,SURAJPUR,TIHAR VILLAGE-WEST DELHI,15MT,9700,12927,53
01-01-2025,31-12-2025,THAR,OKHLA,RANGPURI-SOUTH WEST DELHI,15MT,6100,8129,23
01-01-2025,31-12-2025,DARN,AURANGABAD,SHIRUR KASAR-BEED,09MT,16800,29848,145
01-01-2025,31-12-2025,USUR,SURAJPUR,RANGPURI-SOUTH WEST DELHI,09MT,5700,9400,48
01-01-2025,31-12-2025,USIL,SILVASSA,SHIRUR-PUNE,09MT,20100,31800,372
01-01-2025,31-12-2025,DJAI,JAIPUR,TIJARA-ALWAR,03MT,8500,13100,216
01-01-2025,31-12-2025,USUR,SURAJPUR,RANGPURI-SOUTH WEST DELHI,15MT,9400,12527,48
01-01-2025,31-12-2025,USIL,SILVASSA,SHIRUR-PUNE,16MT,31800,40800,372
01-01-2025,31-12-2025,DGWA,GWALIOR,MAU-BHIND,03MT,3400,5000,61
01-01-2025,31-12-2025,DJAI,JAIPUR,TIJARA-ALWAR,05MT,13100,20934,216
01-01-2025,31-12-2025,USIL,SILVASSA,SHIRUR-PUNE,21MT,40800,44100,372
01-01-2025,31-12-2025,DGWA,GWALIOR,MAU-BHIND,05MT,5000,7990,61
01-01-2025,31-12-2025,THAR,OKHLA,RANI BAGH-DELHI,03MT,3200,3700,32
01-01-2025,31-12-2025,USIL,SILVASSA,SHIRUR-PUNE,24MT,44100,55125,372
01-01-2025,31-12-2025,USUR,SURAJPUR,MAU-MAU,09MT,31700,46700,867
01-01-2025,31-12-2025,THAR,OKHLA,RANI BAGH-DELHI,05MT,3700,4700,32
01-01-2025,31-12-2025,USUR,SURAJPUR,MAU-MAU,15MT,46700,56000,867
01-01-2025,31-12-2025,THAR,OKHLA,RANI BAGH-DELHI,09MT,4700,7650,32
