FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,UUJJ,UJJAIN,DUNGARIYA-CHHINDWARA,21MT,33500,37500,380
01-01-2025,31-12-2025,UUJJ,UJJAIN,DUNGARIYA-CHHINDWARA,24MT,37500,46875,380
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADARWARA-NARSINGPUR,09MT,25500,30500,400
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADARWARA-NARSINGPUR,16MT,30500,35500,400
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADARWARA-NARSINGPUR,21MT,35500,39000,400
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADARWARA-NARSINGPUR,24MT,39000,48750,400
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADHIGANJ-CHHINDWARA,09MT,28000,34000,490
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADHIGANJ-CHHINDWARA,16MT,34000,37000,490
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADHIGANJ-CHHINDWARA,21MT,37000,40200,490
01-01-2025,31-12-2025,UUJJ,UJJAIN,GADHIGANJ-CHHINDWARA,24MT,40200,50250,490
01-01-2025,31-12-2025,UUJJ,UJJAIN,GANJBASODA-VIDISHA,09MT,15100,20500,300
01-01-2025,31-12-2025,UUJJ,UJJAIN,GANJBASODA-VIDISHA,16MT,20500,24500,300
01-01-2025,31-12-2025,UUJJ,UJJAIN,GANJBASODA-VIDISHA,21MT,24500,27000,300
01-01-2025,31-12-2025,UUJJ,UJJAIN,GANJBASODA-VIDISHA,24MT,27000,33750,300
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOKALPUR-JABALPUR,09MT,28000,34000,510
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOKALPUR-JABALPUR,16MT,34000,37000,510
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOKALPUR-JABALPUR,21MT,37000,40200,510
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOKALPUR-JABALPUR,24MT,40200,50250,510
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOURJHAMAR-SAGAR,09MT,25500,30500,390
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOURJHAMAR-SAGAR,16MT,30500,35500,390
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOURJHAMAR-SAGAR,21MT,35500,39000,390
01-01-2025,31-12-2025,UUJJ,UJJAIN,GOURJHAMAR-SAGAR,24MT,39000,48750,390
01-01-2025,31-12-2025,UUJJ,UJJAIN,HARDA-HARDA,03MT,7200,9200,200
01-01-2025,31-12-2025,UUJJ,UJJAIN,HARDA-HARDA,05MT,9200,14100,200
01-01-2025,31-12-2025,UUJJ,UJJAIN,HARDA-HARDA,09MT,14100,18500,200
01-01-2025,31-12-2025,UUJJ,UJJAIN,HARDA-HARDA,16MT,18500,22500,200
01-01-2025,31-12-2025,UUJJ,UJJAIN,HARDA-HARDA,21MT,22500,25000,200
01-01-2025,31-12-2025,UUJJ,UJJAIN,HARDA-HARDA,24MT,25000,31250,200
01-01-2025,31-12-2025,UUJJ,UJJAIN,HOSHANGABAD-HOSHANGABAD,09MT,15100,20500,290
01-01-2025,31-12-2025,UUJJ,UJJAIN,HOSHANGABAD-HOSHANGABAD,16MT,20500,24500,290
