FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DARN,AURANGABAD,GALLEBORGAON-AURANGABAD,05MT,6000,9588,35
01-01-2025,31-12-2025,DARN,AURANGABAD,GALLEBORGAON-AURANGABAD,09MT,9800,17411,35
01-01-2025,31-12-2025,THAR,OKHLA,GAMRI-NORTH EAST DELHI,03MT,2800,3400,23
01-01-2025,31-12-2025,THAR,OKHLA,GAMRI-NORTH EAST DELHI,05MT,3400,4200,23
01-01-2025,31-12-2025,THAR,OKHLA,GAMRI-NORTH EAST DELHI,09MT,4200,6500,23
01-01-2025,31-12-2025,THAR,OKHLA,GAMRI-NORTH EAST DELHI,15MT,6500,8662,23
01-01-2025,31-12-2025,USUR,SURAJPUR,GAMRI-NORTH EAST DELHI,09MT,5500,8900,37
01-01-2025,31-12-2025,USUR,SURAJPUR,GAMRI-NORTH EAST DELHI,15MT,8900,11861,37
01-01-2025,31-12-2025,DMUR,MURTHAL,GANAUR-SONIPAT,03MT,1850,2900,15
01-01-2025,31-12-2025,DMUR,MURTHAL,GANAUR-SONIPAT,05MT,2900,4634,15
01-01-2025,31-12-2025,UKAT,KATHUA,GANDHI NAGAR-JAMMU,10MT,8050,12050,90
01-01-2025,31-12-2025,TGOV,GOVINDSAR,GANDHI NAGAR-JAMMU,10MT,8050,12050,90
01-01-2025,31-12-2025,THAR,OKHLA,GANESH NAGAR-EAST DELHI,03MT,2500,3000,18
01-01-2025,31-12-2025,THAR,OKHLA,GANESH NAGAR-EAST DELHI,05MT,3000,3600,18
01-01-2025,31-12-2025,THAR,OKHLA,GANESH NAGAR-EAST DELHI,09MT,3600,5800,18
01-01-2025,31-12-2025,THAR,OKHLA,GANESH NAGAR-EAST DELHI,15MT,5800,7729,18
01-01-2025,31-12-2025,USUR,SURAJPUR,GANESH NAGAR-EAST DELHI,09MT,5300,8600,32
01-01-2025,31-12-2025,USUR,SURAJPUR,GANESH NAGAR-EAST DELHI,15MT,8600,11461,32
01-01-2025,31-12-2025,DARN,AURANGABAD,GANGAKHED-PARBHANI,03MT,8800,12800,260
01-01-2025,31-12-2025,DARN,AURANGABAD,GANGAKHED-PARBHANI,05MT,12800,20454,260
01-01-2025,31-12-2025,DARN,AURANGABAD,GANGAKHED-PARBHANI,09MT,21500,38198,260
01-01-2025,31-12-2025,USIL,SILVASSA,GANGAKHED-PARBHANI,09MT,31200,44100,695
01-01-2025,31-12-2025,USIL,SILVASSA,GANGAKHED-PARBHANI,16MT,44100,56400,695
01-01-2025,31-12-2025,USIL,SILVASSA,GANGAKHED-PARBHANI,21MT,56400,63700,695
01-01-2025,31-12-2025,USIL,SILVASSA,GANGAKHED-PARBHANI,24MT,63700,79625,695
01-01-2025,31-12-2025,DJAI,JAIPUR,GANGAPUR CITY-SAWAI MADHOPUR,03MT,8000,12500,150
01-01-2025,31-12-2025,DJAI,JAIPUR,GANGAPUR CITY-SAWAI MADHOPUR,05MT,12500,19975,150
01-01-2025,31-12-2025,DARN,AURANGABAD,GANGAPUR-AURANGABAD,03MT,4000,6000,38
01-01-2025,31-12-2025,DARN,AURANGABAD,GANGAPUR-AURANGABAD,05MT,6000,9588,38
01-01-2025,31-12-2025,DARN,AURANGABAD,GANGAPUR-AURANGABAD,09MT,10000,17767,38
