FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,UGUW,GUWAHATI,HAIBARGAON-NAGAON,09MT,13500,18000,154
01-01-2025,31-12-2025,UGUW,GUWAHATI,HAIBARGAON-NAGAON,15MT,18000,22500,154
01-01-2025,31-12-2025,UGUW,GUWAHATI,HAIBARGAON-NAGAON,21MT,22500,24000,154
01-01-2025,31-12-2025,UGUW,GUWAHATI,HAIBARGAON-NAGAON,24MT,24000,30000,154
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNOR,03MT,4500,5500,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNOR,05MT,5500,7900,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNOR,09MT,7900,10300,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNOR,15MT,10300,13000,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNOR,20MT,13000,15593,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNORE,03MT,4500,5500,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNORE,05MT,5500,7800,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNORE,09MT,7800,10600,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNORE,15MT,10600,13500,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDAUR-BIJNORE,20MT,13500,16193,129
01-01-2025,31-12-2025,UROO,ROORKEE,HALDUCHAUR-NAINITAL,09MT,9700,12100,264
01-01-2025,31-12-2025,UROO,ROORKEE,HALDUCHAUR-NAINITAL,15MT,12100,16125,264
01-01-2025,31-12-2025,UROO,ROORKEE,HALDWANI-HALDWANI,09MT,10300,13500,274
01-01-2025,31-12-2025,UROO,ROORKEE,HALDWANI-HALDWANI,15MT,13500,17991,274
01-01-2025,31-12-2025,DHAL,HALDWANI,HALDWANI-NANITAL,03MT,4000,6000,30
01-01-2025,31-12-2025,DHAL,HALDWANI,HALDWANI-NANITAL,05MT,6000,8700,30
01-01-2025,31-12-2025,DHAL,HALDWANI,HALDWANI-NANITAL,09MT,8700,15457,30
01-01-2025,31-12-2025,UROO,ROORKEE,HALDWANI-NANITAL,25MT,21000,25200,262
01-01-2025,31-12-2025,UROO,ROORKEE,HALDWANI-NANITAL,15MT,15750,17600,262
01-01-2025,31-12-2025,UROO,ROORKEE,HALDWANI-NANITAL,20MT,17600,21000,262
01-01-2025,31-12-2025,UROO,ROORKEE,HALDWANI-NANITAL,24MT,21000,26250,262
01-01-2025,31-12-2025,UHOW,HOWRAH,HALISAHAR-NORTH 24 PARGANAS,03MT,5000,7200,67
01-01-2025,31-12-2025,UHOW,HOWRAH,HALISAHAR-NORTH 24 PARGANAS,06MT,7200,9588,67
01-01-2025,31-12-2025,UHOW,HOWRAH,HALISAHAR-NORTH 24 PARGANAS,09MT,9500,15000,67
01-01-2025,31-12-2025,UHOW,HOWRAH,HALISAHAR-NORTH 24 PARGANAS,16MT,15000,19678,67
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,HALIYAL-KARWAR,03MT,7900,11900,256
