FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,UROO,ROORKEE,"NAGINA,NAGINA-BIJNOR",20MT,12700,15234,115
01-01-2025,31-12-2025,USIL,SILVASSA,NAGPUR-NAGPUR,09MT,36400,50200,836
01-01-2025,31-12-2025,USIL,SILVASSA,NAGPUR-NAGPUR,16MT,50200,62200,836
01-01-2025,31-12-2025,UROO,ROORKEE,ZIRAKPUR-MOHALI,09MT,7100,10400,148
01-01-2025,31-12-2025,USIL,SILVASSA,NAGPUR-NAGPUR,21MT,62200,70600,836
01-01-2025,31-12-2025,UROO,ROORKEE,ZIRAKPUR-MOHALI,15MT,10400,13500,148
01-01-2025,31-12-2025,USIL,SILVASSA,NAGPUR-NAGPUR,24MT,70600,88250,836
01-01-2025,31-12-2025,UROO,ROORKEE,ZIRAKPUR-MOHALI,20MT,13500,15900,148
01-01-2025,31-12-2025,USUR,SURAJPUR,NAGPUR-NAGPUR,20MT,58000,68500,1115
01-01-2025,31-12-2025,UROO,ROORKEE,ZIRAKPUR-MOHALI,24MT,15900,19875,148
01-01-2025,31-12-2025,USUR,SURAJPUR,NAGPUR-NAGPUR,24MT,68500,85625,1115
01-01-2025,31-12-2025,UROO,ROORKEE,"ZIRAKPUR-S.A.S NAGAR,ZIRAKPUR-SAS NAGAR",09MT,7100,10400,148
01-01-2025,31-12-2025,UROO,ROORKEE,"ZIRAKPUR-S.A.S NAGAR,ZIRAKPUR-SAS NAGAR",15MT,10400,13500,148
01-01-2025,31-12-2025,UROO,ROORKEE,"ZIRAKPUR-S.A.S NAGAR,ZIRAKPUR-SAS NAGAR",20MT,13500,15900,148
01-01-2025,31-12-2025,UROO,ROORKEE,"ZIRAKPUR-S.A.S NAGAR,ZIRAKPUR-SAS NAGAR",24MT,15900,19875,148
01-01-2025,31-12-2025,DRAI,RAIPUR,NAGRI-NAGRI,03MT,4800,7800,139
01-01-2025,31-12-2025,DRAI,RAIPUR,NAGRI-NAGRI,05MT,7800,12464,139
01-01-2025,31-12-2025,DPAR,KALA AMB,NAGROTA SURIAN-KANGRA,03MT,11000,14000,285
01-01-2025,31-12-2025,DPAR,KALA AMB,NAGROTA SURIAN-KANGRA,05MT,14000,22372,285
01-01-2025,31-12-2025,DPAR,KALA AMB,NAHAN-SIRMOUR,03MT,3400,4100,13
01-01-2025,31-12-2025,DPAR,KALA AMB,NAHAN-SIRMOUR,05MT,4100,6552,13
01-01-2025,31-12-2025,DARN,AURANGABAD,NAIGAON-NANDED,03MT,9200,13800,365
01-01-2025,31-12-2025,DARN,AURANGABAD,NAIGAON-NANDED,05MT,13800,22052,365
01-01-2025,31-12-2025,DARN,AURANGABAD,NAIGAON-NANDED,09MT,24200,42995,365
01-01-2025,31-12-2025,USIL,SILVASSA,NAIGAON-NANDED,09MT,35200,48100,804
01-01-2025,31-12-2025,USIL,SILVASSA,NAIGAON-NANDED,16MT,48100,60800,804
01-01-2025,31-12-2025,USIL,SILVASSA,NAIGAON-NANDED,21MT,60800,68600,804
01-01-2025,31-12-2025,USIL,SILVASSA,NAIGAON-NANDED,24MT,68600,85750,804
01-01-2025,31-12-2025,DJAB,JABALPUR,NAINPUR-MANDLA,03MT,6000,8500,162
01-01-2025,31-12-2025,DJAB,JABALPUR,NAINPUR-MANDLA,05MT,8500,13583,162
