FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DPAT,PATNA,DIGHWARA-CHAPRA,15MT,7600,10128,40
01-01-2025,31-12-2025,DPAT,PATNA,DOSTIYA-SHEOHAR,15MT,15600,20790,173
01-01-2025,31-12-2025,DPAT,PATNA,DOSTNAGAR-PATNA,15MT,6900,9195,20
01-01-2025,31-12-2025,DPAT,PATNA,DUMARICHATTI-GAYA,15MT,14600,19457,140
01-01-2025,31-12-2025,DPAT,PATNA,DUMARSAN-SARAN,15MT,10400,13860,71
01-01-2025,31-12-2025,DPAT,PATNA,GARKHA-SARAN,15MT,10400,13860,86
01-01-2025,31-12-2025,DPAT,PATNA,GAYA-GAYA,15MT,11200,14926,105
01-01-2025,31-12-2025,DPAT,PATNA,GHORASAHAN-EAST CHAMPARAN,15MT,17800,23721,180
01-01-2025,31-12-2025,DPAT,PATNA,GIDHA-WEST CHAMPARAN,15MT,17300,23055,218
01-01-2025,31-12-2025,DPAT,PATNA,GOLA PAR-PATNA,15MT,7500,9995,22
01-01-2025,31-12-2025,DPAT,PATNA,GOPALGANJ-GOPALGANJ,15MT,17800,23721,208
01-01-2025,31-12-2025,DPAT,PATNA,HAJIPUR-Vaishali,15MT,6900,9195,21
01-01-2025,31-12-2025,DPAT,PATNA,HASANPUR ROAD-SAMASTIPUR,15MT,14000,18657,137
01-01-2025,31-12-2025,DPAT,PATNA,HATI-DARBHANGA,15MT,16500,21989,182
01-01-2025,31-12-2025,DPAT,PATNA,HAYAGHAT-DARBHANGA,15MT,13400,17858,109
01-01-2025,31-12-2025,DPAT,PATNA,HILSA-NALANDA,15MT,8200,10928,46
01-01-2025,31-12-2025,DPAT,PATNA,HISUA-NAWADA,15MT,14000,18657,125
01-01-2025,31-12-2025,DPAT,PATNA,IDGAH-PATNA,15MT,7500,9995,22
01-01-2025,31-12-2025,DPAT,PATNA,ILMASNAGAR ROAD-SAMASTIPUR,15MT,10400,13860,84
01-01-2025,31-12-2025,DPAT,PATNA,IMAMGANJ-GAYA,15MT,16800,22389,177
01-01-2025,31-12-2025,DPAT,PATNA,JAFARPUR-MUZAFFARPUR,15MT,10600,14126,76
01-01-2025,31-12-2025,DPAT,PATNA,JALALPUR-SARAN,15MT,11200,14926,93
01-01-2025,31-12-2025,DPAT,PATNA,JAMALPUR-MUNGER,15MT,17800,23721,179
01-01-2025,31-12-2025,DPAT,PATNA,JAMALPUR GOGRI-KHAGARIA,15MT,16500,21989,192
01-01-2025,31-12-2025,DPAT,PATNA,JAMHOR-AURANGABAD,15MT,13400,17858,135
01-01-2025,31-12-2025,DPAT,PATNA,JAMUI-JAMUI,15MT,16400,21856,168
01-01-2025,31-12-2025,DPAT,PATNA,JAYNAGAR-MADHUBANI,15MT,17800,23721,186
01-01-2025,31-12-2025,DPAT,PATNA,JEHANABAD-JEHANABAD,15MT,8600,11461,60
01-01-2025,31-12-2025,DPAT,PATNA,JHAJHA-JAMUI,15MT,17800,23721,201
01-01-2025,31-12-2025,DPAT,PATNA,JHANJHARPUR-MADHUBANI,15MT,17800,23721,187
