FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,USUR,SURAJPUR,KOSI KALAN-MATHURA,05MT,8500,9900,109
01-01-2025,31-12-2025,USIL,SILVASSA,KARJAT-AHMEDNAGAR,24MT,49900,62375,463
01-01-2025,31-12-2025,USUR,SURAJPUR,KOSI KALAN-MATHURA,09MT,9900,12650,109
01-01-2025,31-12-2025,USUR,SURAJPUR,KOSI KALAN-MATHURA,15MT,12650,15200,109
01-01-2025,31-12-2025,USUR,SURAJPUR,KOSI KALAN-MATHURA,20MT,15200,18232,109
01-01-2025,31-12-2025,DBHI,BHIWANDI,KARJAT-RAIGAD,03MT,8100,10500,73
01-01-2025,31-12-2025,DBHI,BHIWANDI,KARJAT-RAIGAD,05MT,10500,16779,73
01-01-2025,31-12-2025,USIL,SILVASSA,KARMALA-SOLAPUR,09MT,26500,36800,479
01-01-2025,31-12-2025,DJAI,JAIPUR,KOTA-KOTA,03MT,10600,14700,297
01-01-2025,31-12-2025,USIL,SILVASSA,KARMALA-SOLAPUR,16MT,36800,45300,479
01-01-2025,31-12-2025,DJAI,JAIPUR,KOTA-KOTA,05MT,14700,23491,297
01-01-2025,31-12-2025,USIL,SILVASSA,KARMALA-SOLAPUR,21MT,45300,51000,479
01-01-2025,31-12-2025,USIL,SILVASSA,KARMALA-SOLAPUR,24MT,51000,63750,479
01-01-2025,31-12-2025,DROO,YAMUNA NAGAR,KARNAL-KARNAL,03MT,3300,5000,87
01-01-2025,31-12-2025,DROO,YAMUNA NAGAR,KARNAL-KARNAL,05MT,5000,7990,87
01-01-2025,31-12-2025,UROO,ROORKEE,KARNAL-KARNAL,09MT,7400,10300,140
01-01-2025,31-12-2025,UROO,ROORKEE,KARNAL-KARNAL,15MT,10300,13400,140
01-01-2025,31-12-2025,UROO,ROORKEE,KARNAL-KARNAL,20MT,13400,16073,140
01-01-2025,31-12-2025,UROO,ROORKEE,KOTA-SAHARANPUR,03MT,2300,3250,34
01-01-2025,31-12-2025,UROO,ROORKEE,KOTA-SAHARANPUR,05MT,3250,4400,34
01-01-2025,31-12-2025,UROO,ROORKEE,KOTA-SAHARANPUR,09MT,4400,5400,34
01-01-2025,31-12-2025,THAR,OKHLA,KAROLBAGH-DELHI,03MT,2700,3200,20
01-01-2025,31-12-2025,UROO,ROORKEE,KOTA-SAHARANPUR,15MT,5400,6800,34
01-01-2025,31-12-2025,THAR,OKHLA,KAROLBAGH-DELHI,05MT,3200,3800,20
01-01-2025,31-12-2025,UROO,ROORKEE,KOTA-SAHARANPUR,20MT,6800,8157,34
01-01-2025,31-12-2025,THAR,OKHLA,KAROLBAGH-DELHI,09MT,3800,6100,20
01-01-2025,31-12-2025,UROO,ROORKEE,KOTDWARA-PAURI GARHWAL,09MT,8000,10900,110
01-01-2025,31-12-2025,THAR,OKHLA,KAROLBAGH-DELHI,15MT,6100,8129,20
01-01-2025,31-12-2025,UROO,ROORKEE,KOTDWARA-PAURI GARHWAL,15MT,10900,14526,110
01-01-2025,31-12-2025,USUR,SURAJPUR,KAROLBAGH-DELHI,09MT,5600,8900,40
