FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,USIL,SILVASSA,DAULAT NAGAR-MUMBAI SUBURBAN,21MT,23500,26500,148
01-01-2025,31-12-2025,USIL,SILVASSA,DAULAT NAGAR-MUMBAI SUBURBAN,24MT,26500,33125,148
01-01-2025,31-12-2025,DARN,AURANGABAD,DAUND-PUNE,03MT,7200,11500,190
01-01-2025,31-12-2025,DARN,AURANGABAD,DAUND-PUNE,05MT,11500,18300,190
01-01-2025,31-12-2025,DARN,AURANGABAD,DAUND-PUNE,09MT,18300,32513,190
01-01-2025,31-12-2025,USIL,SILVASSA,DAUND-PUNE,09MT,20500,31800,401
01-01-2025,31-12-2025,USIL,SILVASSA,DAUND-PUNE,16MT,31800,40800,401
01-01-2025,31-12-2025,USIL,SILVASSA,DAUND-PUNE,21MT,40800,45300,401
01-01-2025,31-12-2025,USIL,SILVASSA,DAUND-PUNE,24MT,45300,56625,401
01-01-2025,31-12-2025,UROO,ROORKEE,DAURALA-MEERUT,03MT,4400,6000,108
01-01-2025,31-12-2025,UROO,ROORKEE,DAURALA-MEERUT,05MT,6000,7800,108
01-01-2025,31-12-2025,UROO,ROORKEE,DAURALA-MEERUT,09MT,7800,10500,108
01-01-2025,31-12-2025,UROO,ROORKEE,DAURALA-MEERUT,15MT,10500,13200,108
01-01-2025,31-12-2025,UROO,ROORKEE,DAURALA-MEERUT,20MT,13200,15833,108
01-01-2025,31-12-2025,USUR,SURAJPUR,DAURALA-MEERUT,03MT,5500,7800,90
01-01-2025,31-12-2025,USUR,SURAJPUR,DAURALA-MEERUT,05MT,7800,12464,90
01-01-2025,31-12-2025,USUR,SURAJPUR,DAURALA-MEERUT,09MT,10400,12650,90
01-01-2025,31-12-2025,USUR,SURAJPUR,DAURALA-MEERUT,15MT,12650,15900,90
01-01-2025,31-12-2025,USUR,SURAJPUR,DAURALA-MEERUT,20MT,15900,19072,90
01-01-2025,31-12-2025,DJAI,JAIPUR,DAUSA-DAUSA,03MT,6800,10800,70
01-01-2025,31-12-2025,DJAI,JAIPUR,DAUSA-DAUSA,05MT,10800,17258,70
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,DAVANGERE-DAVANGERE,03MT,10000,14700,378
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,DAVANGERE-DAVANGERE,05MT,14700,19500,378
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,DAVANGERE-DAVANGERE,09MT,19500,34645,378
01-01-2025,31-12-2025,USUR,SURAJPUR,"DAYALPUR EXTN-NORTH EAST DELHI,DAYALPUR EXTN.-NORTH EAST DELHI",09MT,5600,8900,40
01-01-2025,31-12-2025,USUR,SURAJPUR,"DAYALPUR EXTN-NORTH EAST DELHI,DAYALPUR EXTN.-NORTH EAST DELHI",15MT,8900,12454,40
01-01-2025,31-12-2025,THAR,OKHLA,DAYALPUR EXTN.-NORTH EAST DELHI,03MT,3000,3500,28
01-01-2025,31-12-2025,THAR,OKHLA,DAYALPUR EXTN.-NORTH EAST DELHI,05MT,3500,4200,28
01-01-2025,31-12-2025,THAR,OKHLA,DAYALPUR EXTN.-NORTH EAST DELHI,09MT,4200,6800,28
01-01-2025,31-12-2025,THAR,OKHLA,DAYALPUR EXTN.-NORTH EAST DELHI,15MT,6800,9062,28
