FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,USIL,SILVASSA,JINTUR-PARBHANI,16MT,40500,47500,481
01-01-2025,31-12-2025,USIL,SILVASSA,JINTUR-PARBHANI,21MT,47500,53500,481
01-01-2025,31-12-2025,USIL,SILVASSA,JINTUR-PARBHANI,24MT,53500,66875,481
01-01-2025,31-12-2025,USIL,SILVASSA,JIVDANI NAGAR-PALGHAR,09MT,9800,17200,124
01-01-2025,31-12-2025,USIL,SILVASSA,JIVDANI NAGAR-PALGHAR,16MT,17200,22500,124
01-01-2025,31-12-2025,USIL,SILVASSA,JIVDANI NAGAR-PALGHAR,21MT,22500,25500,124
01-01-2025,31-12-2025,USIL,SILVASSA,JIVDANI NAGAR-PALGHAR,24MT,25500,31875,124
01-01-2025,31-12-2025,DJAI,JAIPUR,JODHPUR-JODHPUR,03MT,9900,15400,401
01-01-2025,31-12-2025,DJAI,JAIPUR,JODHPUR-JODHPUR,05MT,15400,24609,401
01-01-2025,31-12-2025,UGUW,GUWAHATI,JORHAT-JORHAT,09MT,20000,25000,329
01-01-2025,31-12-2025,UGUW,GUWAHATI,JORHAT-JORHAT,15MT,25000,30200,329
01-01-2025,31-12-2025,UGUW,GUWAHATI,JORHAT-JORHAT,21MT,30200,34000,329
01-01-2025,31-12-2025,UGUW,GUWAHATI,JORHAT-JORHAT,24MT,34000,42500,329
01-01-2025,31-12-2025,DGWA,GWALIOR,JOURA-MORENA,03MT,3400,5000,56
01-01-2025,31-12-2025,DGWA,GWALIOR,JOURA-MORENA,05MT,5000,7990,56
01-01-2025,31-12-2025,UHOW,HOWRAH,JOYPUR-MURSHIDABAD,03MT,8200,12500,240
01-01-2025,31-12-2025,UHOW,HOWRAH,JOYPUR-MURSHIDABAD,06MT,12500,16646,240
01-01-2025,31-12-2025,UHOW,HOWRAH,JUGSALAI-EAST SINGHBHUM,09MT,16500,19200,256
01-01-2025,31-12-2025,UHOW,HOWRAH,JUGSALAI-EAST SINGHBHUM,16MT,19200,22000,256
01-01-2025,31-12-2025,UHOW,HOWRAH,JUGSALAI-EAST SINGHBHUM,21MT,22000,26000,256
01-01-2025,31-12-2025,UHOW,HOWRAH,JUGSALAI-EAST SINGHBHUM,25MT,26000,31200,256
01-01-2025,31-12-2025,USIL,SILVASSA,JUHUGAON NAVI MUMBAI-THANE,09MT,12800,21400,185
01-01-2025,31-12-2025,USIL,SILVASSA,JUHUGAON NAVI MUMBAI-THANE,16MT,21400,25700,185
01-01-2025,31-12-2025,USIL,SILVASSA,JUHUGAON NAVI MUMBAI-THANE,21MT,25700,29200,185
01-01-2025,31-12-2025,USIL,SILVASSA,JUHUGAON NAVI MUMBAI-THANE,24MT,29200,36500,185
01-01-2025,31-12-2025,DAHM,AHMEDABAD,JUNAGADH-JUNAGADH,03MT,13500,14500,320
01-01-2025,31-12-2025,DAHM,AHMEDABAD,JUNAGADH-JUNAGADH,05MT,14500,23171,320
01-01-2025,31-12-2025,DJAB,JABALPUR,JUNNARDEO-CHHINDWARA,03MT,8300,13400,318
01-01-2025,31-12-2025,DJAB,JABALPUR,JUNNARDEO-CHHINDWARA,05MT,13400,21413,318
01-01-2025,31-12-2025,DRAI,RAIPUR,KAAPA-RAIPUR,03MT,1600,2200,10
