FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DAHM,AHMEDABAD,NADIAD-NADIAD,05MT,8000,12784,48
01-01-2025,31-12-2025,THAR,OKHLA,WEST VINOD NAGAR-DELHI,09MT,3600,5800,18
01-01-2025,31-12-2025,UHOW,HOWRAH,NAFARGANJ-SOUTH 24 PARGANAS,03MT,6500,9300,130
01-01-2025,31-12-2025,THAR,OKHLA,WEST VINOD NAGAR-DELHI,15MT,5800,7729,18
01-01-2025,31-12-2025,UHOW,HOWRAH,NAFARGANJ-SOUTH 24 PARGANAS,06MT,9300,12385,130
01-01-2025,31-12-2025,USUR,SURAJPUR,WEST VINOD NAGAR-DELHI,09MT,5300,8600,32
01-01-2025,31-12-2025,UHOW,HOWRAH,"NAFARGANJ,NAFARGANJ-SOUTH-24 PARGANAS",03MT,6500,9300,130
01-01-2025,31-12-2025,UHOW,HOWRAH,"NAFARGANJ,NAFARGANJ-SOUTH-24 PARGANAS",06MT,9300,12385,130
01-01-2025,31-12-2025,USUR,SURAJPUR,WEST VINOD NAGAR-DELHI,15MT,8600,11461,32
01-01-2025,31-12-2025,UROO,ROORKEE,NAGAL-SAHARANPUR,03MT,2250,3050,39
01-01-2025,31-12-2025,DDHA,DHANBAD,YADHUWANSH NAGAR-BOKARO,03MT,3600,5200,44
01-01-2025,31-12-2025,UROO,ROORKEE,NAGAL-SAHARANPUR,05MT,3050,4874,39
01-01-2025,31-12-2025,DDHA,DHANBAD,YADHUWANSH NAGAR-BOKARO,05MT,5200,8310,44
01-01-2025,31-12-2025,UROO,ROORKEE,NAGAL-SAHARANPUR,09MT,4700,5200,39
01-01-2025,31-12-2025,UHOW,HOWRAH,YADHUWANSH NAGAR-BOKARO,09MT,20000,23000,330
01-01-2025,31-12-2025,UROO,ROORKEE,NAGAL-SAHARANPUR,15MT,5200,6500,39
01-01-2025,31-12-2025,UROO,ROORKEE,NAGAL-SAHARANPUR,20MT,6500,7797,39
01-01-2025,31-12-2025,UHOW,HOWRAH,YADHUWANSH NAGAR-BOKARO,16MT,23000,28000,330
01-01-2025,31-12-2025,UHOW,HOWRAH,YADHUWANSH NAGAR-BOKARO,21MT,28000,32000,330
01-01-2025,31-12-2025,DBNG,BANGALORE,NAGAMANGALA-MANDYA,03MT,6500,9800,97
01-01-2025,31-12-2025,UHOW,HOWRAH,YADHUWANSH NAGAR-BOKARO,25MT,32000,38400,330
01-01-2025,31-12-2025,DBNG,BANGALORE,NAGAMANGALA-MANDYA,05MT,9800,15660,97
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,YAMAGARNI-BELGAUM,03MT,7500,10700,201
01-01-2025,31-12-2025,UGUW,GUWAHATI,NAGAON-NAGAON,09MT,13500,18000,151
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,YAMAGARNI-BELGAUM,05MT,10700,17000,201
01-01-2025,31-12-2025,UGUW,GUWAHATI,NAGAON-NAGAON,15MT,18000,22500,151
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,YAMAGARNI-BELGAUM,09MT,17000,30203,201
01-01-2025,31-12-2025,UGUW,GUWAHATI,NAGAON-NAGAON,21MT,22500,24000,151
01-01-2025,31-12-2025,DROO,YAMUNA NAGAR,YAMUNANAGAR-YAMUNANAGAR,03MT,1200,1900,6
01-01-2025,31-12-2025,UGUW,GUWAHATI,NAGAON-NAGAON,24MT,24000,30000,151
