FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DROO,YAMUNA NAGAR,YAMUNANAGAR-YAMUNANAGAR,05MT,1900,3036,6
01-01-2025,31-12-2025,DDHA,DHANBAD,NAGARUNTARI-GARHWA,03MT,10800,16200,393
01-01-2025,31-12-2025,DDHA,DHANBAD,NAGARUNTARI-GARHWA,05MT,16200,25888,393
01-01-2025,31-12-2025,DJAI,JAIPUR,NAGAUR-NAGAUR,03MT,9500,14300,319
01-01-2025,31-12-2025,UROO,ROORKEE,YAMUNANAGAR-YAMUNANAGAR,25MT,10750,12900,68
01-01-2025,31-12-2025,DJAI,JAIPUR,NAGAUR-NAGAUR,05MT,14300,22851,319
01-01-2025,31-12-2025,UROO,ROORKEE,YAMUNANAGAR-YAMUNANAGAR,15MT,8400,9400,68
01-01-2025,31-12-2025,UROO,ROORKEE,YAMUNANAGAR-YAMUNANAGAR,20MT,9400,10750,68
01-01-2025,31-12-2025,UROO,ROORKEE,YAMUNANAGAR-YAMUNANAGAR,24MT,10750,13438,68
01-01-2025,31-12-2025,USIL,SILVASSA,YAVATMAL-YAVATMAL,09MT,34800,44800,727
01-01-2025,31-12-2025,USIL,SILVASSA,YAVATMAL-YAVATMAL,16MT,44800,57700,727
01-01-2025,31-12-2025,USIL,SILVASSA,YAVATMAL-YAVATMAL,21MT,57700,63700,727
01-01-2025,31-12-2025,USIL,SILVASSA,YAVATMAL-YAVATMAL,24MT,63700,79625,727
01-01-2025,31-12-2025,USIL,SILVASSA,NAGBHIR-CHANDRAPUR,09MT,39500,51300,916
01-01-2025,31-12-2025,USIL,SILVASSA,NAGBHIR-CHANDRAPUR,16MT,51300,65700,916
01-01-2025,31-12-2025,DBNG,BANGALORE,YELAHANKA-YELAHANKA,03MT,4500,5800,40
01-01-2025,31-12-2025,USIL,SILVASSA,NAGBHIR-CHANDRAPUR,21MT,65700,74500,916
01-01-2025,31-12-2025,DBNG,BANGALORE,YELAHANKA-YELAHANKA,05MT,5800,9268,40
01-01-2025,31-12-2025,USIL,SILVASSA,NAGBHIR-CHANDRAPUR,24MT,74500,93125,916
01-01-2025,31-12-2025,DBNG,BANGALORE,YELANDUR-CHAMARAJA NAGAR,03MT,7300,8600,169
01-01-2025,31-12-2025,DBNG,BANGALORE,YELANDUR-CHAMARAJA NAGAR,05MT,8600,13743,169
01-01-2025,31-12-2025,DBNG,BANGALORE,"YELANDUR,YELANDUR TOWN-Chamarajanagar",03MT,7300,8600,169
01-01-2025,31-12-2025,DIND,INDORE,NAGDA-UJJAIN,03MT,3450,5150,110
01-01-2025,31-12-2025,DBNG,BANGALORE,"YELANDUR,YELANDUR TOWN-Chamarajanagar",05MT,8600,13743,169
01-01-2025,31-12-2025,DIND,INDORE,NAGDA-UJJAIN,05MT,5150,8230,110
01-01-2025,31-12-2025,DBNG,BANGALORE,YELDUR-KOLAR,03MT,6800,8600,126
01-01-2025,31-12-2025,DPAR,KALA AMB,NAGHOO-HAMIRPUR,03MT,10700,14900,240
01-01-2025,31-12-2025,DBNG,BANGALORE,YELDUR-KOLAR,05MT,8600,13743,126
01-01-2025,31-12-2025,DPAR,KALA AMB,NAGHOO-HAMIRPUR,05MT,14900,23810,240
01-01-2025,31-12-2025,DVJP,VIJAYAPURA,YELLAPUR-UTTARA KANNADA,03MT,8300,11900,261
