FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DARN,AURANGABAD,KALAMB-OSMANABAD,03MT,7900,12000,217
01-01-2025,31-12-2025,DARN,AURANGABAD,KALAMB-OSMANABAD,05MT,12000,19176,217
01-01-2025,31-12-2025,DARN,AURANGABAD,KALAMB-OSMANABAD,09MT,20700,36777,217
01-01-2025,31-12-2025,DBHI,BHIWANDI,KALAMBOLI-RAIGARH,03MT,6450,9500,34
01-01-2025,31-12-2025,DHAL,HALDWANI,KHATIMA-UDHAM SINGH NAGAR,03MT,6400,9900,97
01-01-2025,31-12-2025,DBHI,BHIWANDI,KALAMBOLI-RAIGARH,05MT,9500,15181,34
01-01-2025,31-12-2025,DHAL,HALDWANI,KHATIMA-UDHAM SINGH NAGAR,05MT,9900,11000,97
01-01-2025,31-12-2025,USIL,SILVASSA,KALAMBOLI-RAIGARH,09MT,12500,21100,186
01-01-2025,31-12-2025,DHAL,HALDWANI,KHATIMA-UDHAM SINGH NAGAR,09MT,11000,19543,97
01-01-2025,31-12-2025,USIL,SILVASSA,KALAMBOLI-RAIGARH,16MT,21100,26500,186
01-01-2025,31-12-2025,DJAB,JABALPUR,KHATKHARI-REWA,03MT,8300,13400,305
01-01-2025,31-12-2025,USIL,SILVASSA,KALAMBOLI-RAIGARH,21MT,26500,29400,186
01-01-2025,31-12-2025,DJAB,JABALPUR,KHATKHARI-REWA,05MT,13400,21413,305
01-01-2025,31-12-2025,USIL,SILVASSA,KALAMBOLI-RAIGARH,24MT,29400,36750,186
01-01-2025,31-12-2025,THAR,OKHLA,KHAZIRABAD-SOUTH DELHI,03MT,3500,4300,36
01-01-2025,31-12-2025,THAR,OKHLA,KHAZIRABAD-SOUTH DELHI,05MT,4300,4800,36
01-01-2025,31-12-2025,THAR,OKHLA,KHAZIRABAD-SOUTH DELHI,09MT,4800,7700,36
01-01-2025,31-12-2025,THAR,OKHLA,KHAZIRABAD-SOUTH DELHI,15MT,7700,10262,36
01-01-2025,31-12-2025,DARN,AURANGABAD,KALAMNURI-HINGOLI,03MT,8500,12600,298
01-01-2025,31-12-2025,USUR,SURAJPUR,KHAZIRABAD-SOUTH DELHI,09MT,6000,9800,54
01-01-2025,31-12-2025,DARN,AURANGABAD,KALAMNURI-HINGOLI,05MT,12600,20135,298
01-01-2025,31-12-2025,USUR,SURAJPUR,KHAZIRABAD-SOUTH DELHI,15MT,9800,13060,54
01-01-2025,31-12-2025,DARN,AURANGABAD,KALAMNURI-HINGOLI,09MT,21500,38198,298
01-01-2025,31-12-2025,USUR,SURAJPUR,KHEKHRA-BAGHPAT,03MT,5500,8300,97
01-01-2025,31-12-2025,USIL,SILVASSA,KALAMNURI-HINGOLI,09MT,28600,43800,604
01-01-2025,31-12-2025,USUR,SURAJPUR,KHEKHRA-BAGHPAT,05MT,8300,9700,97
01-01-2025,31-12-2025,USIL,SILVASSA,KALAMNURI-HINGOLI,16MT,43800,52800,604
01-01-2025,31-12-2025,USUR,SURAJPUR,KHEKHRA-BAGHPAT,09MT,9700,12350,97
01-01-2025,31-12-2025,USIL,SILVASSA,KALAMNURI-HINGOLI,21MT,52800,59800,604
01-01-2025,31-12-2025,USUR,SURAJPUR,KHEKHRA-BAGHPAT,15MT,12350,14900,97
